PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32838981","Network meta-analysis of isolated patient blood management interventions leads to uncertain interpretation. Comment on Br J Anaesth 2020; https://doi.org/10.1016/j.bja.2020.04.087","Faraoni D, Gross I, Shander A.","Br J Anaesth. 2021 Jan;126(1):e1-e2. doi: 10.1016/j.bja.2020.07.021. Epub 2020 Aug 21.","Faraoni D","Br J Anaesth","2021","2020/08/26","","","10.1016/j.bja.2020.07.021"
"32835355","Optimal P2Y12 inhibition in older adults with acute coronary syndromes: a network meta-analysis of randomized controlled trials","Montalto C, Morici N, Munafò AR, Mangieri A, Mandurino-Mirizzi A, D'Ascenzo F, Oreglia J, Latib A, Porto I, Colombo A, Savonitto S, De Servi S, Crimi G.","Eur Heart J Cardiovasc Pharmacother. 2022 Jan 5;8(1):20-27. doi: 10.1093/ehjcvp/pvaa101.","Montalto C","Eur Heart J Cardiovasc Pharmacother","2022","2020/08/25","","","10.1093/ehjcvp/pvaa101"
"32833132","Local anaesthesia for surgical extraction of mandibular third molars: a systematic review and network meta-analysis","Yang F, Gao Y, Zhang L, Zheng B, Wang L, Sun H, Huang D.","Clin Oral Investig. 2020 Nov;24(11):3781-3800. doi: 10.1007/s00784-020-03490-3. Epub 2020 Aug 24.","Yang F","Clin Oral Investig","2020","2020/08/25","","","10.1007/s00784-020-03490-3"
"32833040","Efficacy and safety of gastrointestinal bleeding prophylaxis in critically ill patients: an updated systematic review and network meta-analysis of randomized trials","Wang Y, Ge L, Ye Z, Siemieniuk RA, Reintam Blaser A, Wang X, Perner A, Møller MH, Alhazzani W, Cook D, Guyatt GH.","Intensive Care Med. 2020 Nov;46(11):1987-2000. doi: 10.1007/s00134-020-06209-w. Epub 2020 Aug 24.","Wang Y","Intensive Care Med","2020","2020/08/25","","","10.1007/s00134-020-06209-w"
"32830803","Conservative Intervention Strategies for Adult Cancer-Related Lymphedema: A Systematic Review and Network Meta-Analysis","Lytvyn L, Zeraatkar D, Anbari AB, Ginex PK, Zoratti M, Niburski K, Sadeghirad B, Siedler M, Thabane L, Morgan RL.","Oncol Nurs Forum. 2020 Sep 1;47(5):E171-E189. doi: 10.1188/20.ONF.E171-E189.","Lytvyn L","Oncol Nurs Forum","2020","2020/08/25","","","10.1188/20.ONF.E171-E189"
"32829696","Inadequacies and pitfalls of network meta-analysis applied to femoropopliteal endovascular interventions","Sobreira ML, Malgor RD.","Vascular. 2021 Apr;29(2):311-312. doi: 10.1177/1708538120949676. Epub 2020 Aug 24.","Sobreira ML","Vascular","2021","2020/08/25","","","10.1177/1708538120949676"
"32829298","Intra-articular saline injection is as effective as corticosteroids, platelet-rich plasma and hyaluronic acid for hip osteoarthritis pain: a systematic review and network meta-analysis of randomised controlled trials","Gazendam A, Ekhtiari S, Bozzo A, Phillips M, Bhandari M.","Br J Sports Med. 2021 Mar;55(5):256-261. doi: 10.1136/bjsports-2020-102179. Epub 2020 Aug 22.","Gazendam A","Br J Sports Med","2021","2020/08/24","","","10.1136/bjsports-2020-102179"
"32828631","Comparison of 5 Treatment Approaches for Displaced Intra-articular Calcaneal Fractures: A Systematic Review and Bayesian Network Meta-Analysis","Shi F, Wu S, Cai W, Zhao Y.","J Foot Ankle Surg. 2020 Nov-Dec;59(6):1254-1264. doi: 10.1053/j.jfas.2020.03.021. Epub 2020 Aug 20.","Shi F","J Foot Ankle Surg","2020","2020/08/24","","","10.1053/j.jfas.2020.03.021"
"32828166","Pharmacological interventions for smoking cessation among people with schizophrenia spectrum disorders: a systematic review, meta-analysis, and network meta-analysis","Siskind DJ, Wu BT, Wong TT, Firth J, Kisely S.","Lancet Psychiatry. 2020 Sep;7(9):762-774. doi: 10.1016/S2215-0366(20)30261-3.","Siskind DJ","Lancet Psychiatry","2020","2020/08/24","","","10.1016/S2215-0366(20)30261-3"
"32827627","Effect of remdesivir on patients with COVID-19: A network meta-analysis of randomized control trials","Yokoyama Y, Briasoulis A, Takagi H, Kuno T.","Virus Res. 2020 Oct 15;288:198137. doi: 10.1016/j.virusres.2020.198137. Epub 2020 Aug 19.","Yokoyama Y","Virus Res","2020","2020/08/23","PMC7437510","","10.1016/j.virusres.2020.198137"
"32825841","Efficacy and safety of secondary procedures for maintaining arteriovenous hemodialysis access patency: protocol for a systematic review and network meta-analysis","Rockley M, Nagpal S, Gupta A, Roberts DJ.","Syst Rev. 2020 Aug 21;9(1):193. doi: 10.1186/s13643-020-01435-1.","Rockley M","Syst Rev","2020","2020/08/23","PMC7442986","","10.1186/s13643-020-01435-1"
"32820466","Efficacy of topical agents for prevention of postoperative sore throat after single lumen tracheal intubation: a Bayesian network meta-analysis","Singh NP, Makkar JK, Cappellani RB, Sinha A, Lakshminarasimhachar A, Singh PM.","Can J Anaesth. 2020 Nov;67(11):1624-1642. doi: 10.1007/s12630-020-01792-4. Epub 2020 Aug 20.","Singh NP","Can J Anaesth","2020","2020/08/22","","","10.1007/s12630-020-01792-4"
"32819946","Agreement between ranking metrics in network meta-analysis: an empirical study","Chiocchia V, Nikolakopoulou A, Papakonstantinou T, Egger M, Salanti G.","BMJ Open. 2020 Aug 20;10(8):e037744. doi: 10.1136/bmjopen-2020-037744.","Chiocchia V","BMJ Open","2020","2020/08/22","PMC7440831","","10.1136/bmjopen-2020-037744"
"32819924","Comparative effect of nutraceuticals on lipid profile: a protocol for systematic review and network meta-analysis","Morze J, Osadnik T, Osadnik K, Lejawa M, Jakubiak G, Pawlas N, Gasior M, Schwingshackl L, Banach M.","BMJ Open. 2020 Aug 20;10(8):e032755. doi: 10.1136/bmjopen-2019-032755.","Morze J","BMJ Open","2020","2020/08/22","PMC7440701","","10.1136/bmjopen-2019-032755"
"32819760","Comparative Risk of Hypophosphatemia Following the Administration of Intravenous Iron Formulations: A Network Meta-Analysis","Bellos I, Frountzas M, Pergialiotis V.","Transfus Med Rev. 2020 Jul;34(3):188-194. doi: 10.1016/j.tmrv.2020.07.002. Epub 2020 Jul 23.","Bellos I","Transfus Med Rev","2020","2020/08/22","","","10.1016/j.tmrv.2020.07.002"
"32819249","Efficacy and Safety of Antiplatelet Therapies in Symptomatic Peripheral Artery Disease: A Systematic Review and Network Meta-Analysis","De Carlo M, Di Minno G, Sayre T, Fazeli MS, Siliman G, Cimminiello C.","Curr Vasc Pharmacol. 2021;19(5):542-555. doi: 10.2174/1570161118666200820141131.","De Carlo M","Curr Vasc Pharmacol","2021","2020/08/22","PMC8573731","","10.2174/1570161118666200820141131"
"32819202","Association between genetic polymorphism and antidepressants in major depression: a network meta-analysis","Du D, Tang Q, Han Q, Zhang J, Liang X, Tan Y, Liu K, Xiang B.","Pharmacogenomics. 2020 Aug;21(13):963-974. doi: 10.2217/pgs-2020-0037. Epub 2020 Aug 21.","Du D","Pharmacogenomics","2020","2020/08/22","","","10.2217/pgs-2020-0037"
"32817083","Poly (ADP-ribose) polymerase (PARP) inhibitor regimens for ovarian cancer in phase III randomized controlled trials: a network meta-analysis","Gong H, Nie D, Huang Y, Li Z.","Int J Gynecol Cancer. 2020 Oct;30(10):1576-1582. doi: 10.1136/ijgc-2020-001373. Epub 2020 Aug 19.","Gong H","Int J Gynecol Cancer","2020","2020/08/21","","","10.1136/ijgc-2020-001373"
"32816816","Self-management interventions to reduce healthcare use and improve quality of life among patients with asthma: systematic review and network meta-analysis","Hodkinson A, Bower P, Grigoroglou C, Zghebi SS, Pinnock H, Kontopantelis E, Panagioti M.","BMJ. 2020 Aug 18;370:m2521. doi: 10.1136/bmj.m2521.","Hodkinson A","BMJ","2020","2020/08/21","PMC7431958","","10.1136/bmj.m2521"
"32813696","Psychological and pharmacological interventions for posttraumatic stress disorder and comorbid mental health problems following complex traumatic events: Systematic review and component network meta-analysis","Coventry PA, Meader N, Melton H, Temple M, Dale H, Wright K, Cloitre M, Karatzias T, Bisson J, Roberts NP, Brown JVE, Barbui C, Churchill R, Lovell K, McMillan D, Gilbody S.","PLoS Med. 2020 Aug 19;17(8):e1003262. doi: 10.1371/journal.pmed.1003262. eCollection 2020 Aug.","Coventry PA","PLoS Med","2020","2020/08/20","PMC7446790","","10.1371/journal.pmed.1003262"
"32813283","Effectiveness of remdesivir for the treatment of hospitalized COVID-19 persons: A network meta-analysis","Jiang Y, Chen D, Cai D, Yi Y, Jiang S.","J Med Virol. 2021 Feb;93(2):1171-1174. doi: 10.1002/jmv.26443. Epub 2020 Sep 30.","Jiang Y","J Med Virol","2021","2020/08/20","PMC7461548","","10.1002/jmv.26443"
"32813044","Interference screws are more likely to perform better than cortical button and cross-pin fixation for hamstring autograft in ACL reconstruction: a Bayesian network meta-analysis","Yan L, Li JJ, Zhu Y, Liu H, Liu R, Zhao B, Wang B.","Knee Surg Sports Traumatol Arthrosc. 2021 Jun;29(6):1850-1861. doi: 10.1007/s00167-020-06231-x. Epub 2020 Aug 19.","Yan L","Knee Surg Sports Traumatol Arthrosc","2021","2020/08/20","","","10.1007/s00167-020-06231-x"
"32812647","Characteristics modifying response to biological treatments for psoriasis: considering subgroups in network meta-analysis","Wade R, Sharif-Hurst S, Smith C, Dias S.","Br J Dermatol. 2021 Feb;184(2):358-359. doi: 10.1111/bjd.19494. Epub 2020 Oct 13.","Wade R","Br J Dermatol","2021","2020/08/20","","","10.1111/bjd.19494"
"32809890","Efficacy and Safety of Corticosteroid Implants in Non-infectious Uveitis: A Systematic Review with Network Meta-analysis","Vieira R, Sousa-Pinto B, Figueira L.","Ocul Immunol Inflamm. 2022 Jan 2;30(1):215-222. doi: 10.1080/09273948.2020.1787463. Epub 2020 Aug 18.","Vieira R","Ocul Immunol Inflamm","2022","2020/08/19","","","10.1080/09273948.2020.1787463"
"32809057","Preliminary comparison of the efficacy of several surgical treatments based on maxillomandibular advancement procedures in adult patients with obstructive sleep apnoea: a systematic review and network meta-analysis","Zhou A, Li H, Wang X, Zhang J, Zhang Y, He J, Liu S.","Eur Arch Otorhinolaryngol. 2021 Feb;278(2):543-555. doi: 10.1007/s00405-020-06287-y. Epub 2020 Aug 18.","Zhou A","Eur Arch Otorhinolaryngol","2021","2020/08/19","","","10.1007/s00405-020-06287-y"
"32805127","Management of Acute Pain From Non-Low Back, Musculoskeletal Injuries : A Systematic Review and Network Meta-analysis of Randomized Trials","Busse JW, Sadeghirad B, Oparin Y, Chen E, Goshua A, May C, Hong PJ, Agarwal A, Chang Y, Ross SA, Emary P, Florez ID, Noor ST, Yao W, Lok A, Ali SH, Craigie S, Couban R, Morgan RL, Culig K, Brar S, Akbari-Kelachayeh K, Pozdnyakov A, Shergill Y, Sivananthan L, Zihayat B, Das A, Guyatt GH.","Ann Intern Med. 2020 Nov 3;173(9):730-738. doi: 10.7326/M19-3601. Epub 2020 Aug 18.","Busse JW","Ann Intern Med","2020","2020/08/18","","","10.7326/M19-3601"
"32802302","Network Meta-Analysis of the Safety of Drug Therapy for Cardiogenic Shock","Liao X, Qian L, Zhang S, Chen X, Lei J.","J Healthc Eng. 2020 Jul 31;2020:8862256. doi: 10.1155/2020/8862256. eCollection 2020.","Liao X","J Healthc Eng","2020","2020/08/18","PMC7416258","","10.1155/2020/8862256"
"32798583","Network meta-analysis-based comparison of first-line steroid-sparing adjuvants in the treatment of pemphigus vulgaris and pemphigus foliaceus","Lee MS, Yeh YC, Tu YK, Chan TC.","J Am Acad Dermatol. 2021 Jul;85(1):176-186. doi: 10.1016/j.jaad.2020.08.028. Epub 2020 Aug 13.","Lee MS","J Am Acad Dermatol","2021","2020/08/18","","","10.1016/j.jaad.2020.08.028"
"32795096","Dual Antiplatelet Therapy After Percutaneous Coronary Intervention and Drug-Eluting Stents: A Systematic Review and Network Meta-Analysis","Khan SU, Singh M, Valavoor S, Khan MU, Lone AN, Khan MZ, Khan MS, Mani P, Kapadia SR, Michos ED, Stone GW, Kalra A, Bhatt DL.","Circulation. 2020 Oct 13;142(15):1425-1436. doi: 10.1161/CIRCULATIONAHA.120.046308. Epub 2020 Aug 3.","Khan SU","Circulation","2020","2020/08/16","PMC7547897","","10.1161/CIRCULATIONAHA.120.046308"
"32792519","Surgical procedures in the pilonidal sinus disease: a systematic review and network meta-analysis","Bi S, Sun K, Chen S, Gu J.","Sci Rep. 2020 Aug 13;10(1):13720. doi: 10.1038/s41598-020-70641-7.","Bi S","Sci Rep","2020","2020/08/15","PMC7426950","","10.1038/s41598-020-70641-7"
"32791724","A comparison of the efficacy and safety of complementary and alternative therapies for gastroesophageal reflux disease: A protocol for network meta-analysis","Zhang S, Jiang Q, Mu X, Wang Z, Liu S, Yang Z, Xu M, Ren X, Wang Y.","Medicine (Baltimore). 2020 Jul 24;99(30):e21318. doi: 10.1097/MD.0000000000021318.","Zhang S","Medicine (Baltimore)","2020","2020/08/15","PMC7387018","","10.1097/MD.0000000000021318"
"32790145","Antithrombotic strategies in patients needing oral anticoagulation undergoing percutaneous coronary intervention: A network meta-analysis","Saglietto A, D'Ascenzo F, Errigo D, Leonardi S, Dewilde WJ, Conrotto F, Omedè P, Montefusco A, Angelini F, De Filippo O, Bianco M, Gallone G, Bruno F, Zaccaro L, Giannini F, Latib A, Colombo A, Costa F, De Ferrari GM.","Catheter Cardiovasc Interv. 2021 Mar;97(4):581-588. doi: 10.1002/ccd.29192. Epub 2020 Aug 13.","Saglietto A","Catheter Cardiovasc Interv","2021","2020/08/14","","","10.1002/ccd.29192"
"32789956","A network meta-analysis of different positive airway pressure interventions in obesity hypoventilation syndrome","Iftikhar IH, Greer M, Wigger GW, Collop NA.","J Sleep Res. 2021 Jun;30(3):e13158. doi: 10.1111/jsr.13158. Epub 2020 Aug 12.","Iftikhar IH","J Sleep Res","2021","2020/08/14","","","10.1111/jsr.13158"
"32787358","Primary prophylaxis for venous thromboembolism in ambulatory cancer patients: a systematic review and network meta-analysis","Xin Z, Liu F, Du Y, Mao F, Wang X, Xu P, Li Z, Qian J, Yao J.","Ann Palliat Med. 2020 Sep;9(5):2970-2981. doi: 10.21037/apm-20-47. Epub 2020 Aug 3.","Xin Z","Ann Palliat Med","2020","2020/08/14","","","10.21037/apm-20-47"
"32777632","The efficacy of cognitive and behavior therapies for insomnia on daytime symptoms: A systematic review and network meta-analysis","Benz F, Knoop T, Ballesio A, Bacaro V, Johann AF, Rücker G, Feige B, Riemann D, Baglioni C.","Clin Psychol Rev. 2020 Aug;80:101873. doi: 10.1016/j.cpr.2020.101873. Epub 2020 Jun 5.","Benz F","Clin Psychol Rev","2020","2020/08/11","","","10.1016/j.cpr.2020.101873"
"32776966","Nebulized pharmacological agents for preventing postoperative sore throat: A systematic review and network meta-analysis","Yu J, Ren L, Min S, Yang Y, Lv F.","PLoS One. 2020 Aug 10;15(8):e0237174. doi: 10.1371/journal.pone.0237174. eCollection 2020.","Yu J","PLoS One","2020","2020/08/11","PMC7416917","","10.1371/journal.pone.0237174"
"32773738","Efficacy and safety of injection treatment after internal urethrotomy on the prevention of stricture recurrence: a network meta-analysis","Xu F, Guan Y, Xue L, Lan X, Gao K, Chong T.","Minerva Chir. 2020 Dec;75(6):471-473. doi: 10.23736/S0026-4733.20.08301-7. Epub 2020 Aug 6.","Xu F","Minerva Chir","2020","2020/08/11","","","10.23736/S0026-4733.20.08301-7"
"32773627","The Comparative Efficacy of Chlorhexidine Gluconate and Povidone-iodine Antiseptics for the Prevention of Infection in Clean Surgery: A Systematic Review and Network Meta-analysis","Wade RG, Burr NE, McCauley G, Bourke G, Efthimiou O.","Ann Surg. 2021 Dec 1;274(6):e481-e488. doi: 10.1097/SLA.0000000000004076.","Wade RG","Ann Surg","2021","2020/08/11","","","10.1097/SLA.0000000000004076"
"32773510","Comparing endoscopic interventions to improve serrated adenoma detection rates during colonoscopy: a systematic review and network meta-analysis of randomized controlled trials","Aziz M, Fatima R, Lee-Smith W, Khuder S, Nawras A.","Eur J Gastroenterol Hepatol. 2020 Oct;32(10):1284-1292. doi: 10.1097/MEG.0000000000001844.","Aziz M","Eur J Gastroenterol Hepatol","2020","2020/08/11","","","10.1097/MEG.0000000000001844"
"32772110","Antiplatelet therapy and coronary artery bypass grafting: a systematic review and network meta-analysis","Gupta S, Belley-Cote EP, Panchal P, Pandey A, Basha A, Pallo L, Rochwerg B, Mehta S, Schwalm JD, Whitlock RP.","Interact Cardiovasc Thorac Surg. 2020 Sep 1;31(3):354-363. doi: 10.1093/icvts/ivaa115.","Gupta S","Interact Cardiovasc Thorac Surg","2020","2020/08/11","","","10.1093/icvts/ivaa115"
"32770529","Efficacy and Safety of Regorafenib in Combination with Chemotherapy as Second-Line Treatment in Patients with Metastatic Colorectal Cancer: A Network Meta-Analysis and Systematic Literature Review","Xie X, Zhang J, Hu H, Cai Y, Wu Z, Ling J, Li W, Deng Y.","Adv Ther. 2020 Oct;37(10):4233-4248. doi: 10.1007/s12325-020-01447-2. Epub 2020 Aug 8.","Xie X","Adv Ther","2020","2020/08/10","","","10.1007/s12325-020-01447-2"
"32769913","Efficacy and safety of traditional Chinese medicine injections in the treatment of acute myocardial infarction: A protocol for systematic review and network meta-analysis","Zhao W, Li J, Chen H, Wu Q, Deng Y, Tan Y.","Medicine (Baltimore). 2020 Aug 7;99(32):e21590. doi: 10.1097/MD.0000000000021590.","Zhao W","Medicine (Baltimore)","2020","2020/08/10","PMC7592997","","10.1097/MD.0000000000021590"
"32769909","Effectiveness comparisons of different Chinese herbal injection therapies for acute cerebral infarction: A protocol for systematic review and network meta-analysis","Li R, Li Y, Li B, Sun H, Liu X, Ge X, Liu Y, Yang J.","Medicine (Baltimore). 2020 Aug 7;99(32):e21584. doi: 10.1097/MD.0000000000021584.","Li R","Medicine (Baltimore)","2020","2020/08/10","PMC7592989","","10.1097/MD.0000000000021584"
"32769907","Pharmacological intervention for ambulatory surgery: A protocol for systematic review and network meta-analysis","Choi GJ, Seong HK, Kang H.","Medicine (Baltimore). 2020 Aug 7;99(32):e21580. doi: 10.1097/MD.0000000000021580.","Choi GJ","Medicine (Baltimore)","2020","2020/08/10","PMC7593075","","10.1097/MD.0000000000021580"
"32769900","Hypoglycemic agents for non-alcoholic fatty liver disease with type 2 diabetes mellitus: A protocol for systematic review and network meta-analysis","Liu ST, Su KQ, Zhang LH, Liu MH, Zhao WX.","Medicine (Baltimore). 2020 Aug 7;99(32):e21568. doi: 10.1097/MD.0000000000021568.","Liu ST","Medicine (Baltimore)","2020","2020/08/10","PMC7593046","","10.1097/MD.0000000000021568"
"32769886","Probiotics, prebiotics, antibiotic, Chinese herbal medicine, and fecal microbiota transplantation in irritable bowel syndrome: Protocol for a systematic review and network meta-analysis","He Y, Xu R, Wang W, Zhang J, Hu X.","Medicine (Baltimore). 2020 Aug 7;99(32):e21502. doi: 10.1097/MD.0000000000021502.","He Y","Medicine (Baltimore)","2020","2020/08/10","PMC7593021","","10.1097/MD.0000000000021502"
"32767739","Efficacy, tolerability, and safety of lurasidone for acute schizophrenia: A systematic review and network meta-analysis of phase 3 trials in Japan","Kishi T, Nosaka T, Sakuma K, Okuya M, Iwata N.","Neuropsychopharmacol Rep. 2020 Sep;40(3):314-322. doi: 10.1002/npr2.12131. Epub 2020 Aug 7.","Kishi T","Neuropsychopharmacol Rep","2020","2020/08/09","PMC7722667","","10.1002/npr2.12131"
"32762994","Nonproportional Hazards in Network Meta-Analysis: Efficient Strategies for Model Building and Analysis","Wiksten A, Hawkins N, Piepho HP, Gsteiger S.","Value Health. 2020 Jul;23(7):918-927. doi: 10.1016/j.jval.2020.03.010. Epub 2020 Jul 19.","Wiksten A","Value Health","2020","2020/08/09","","","10.1016/j.jval.2020.03.010"
"32762611","Comparison of the Efficacy and Safety of Three Endoscopic Methods to Manage Large Common Bile Duct Stones: A Systematic Review and Network Meta-Analysis","Lyu Y, Cheng Y, Wang B, Zhao S, Chen L.","J Laparoendosc Adv Surg Tech A. 2021 Apr;31(4):443-454. doi: 10.1089/lap.2020.0511. Epub 2020 Aug 5.","Lyu Y","J Laparoendosc Adv Surg Tech A","2021","2020/08/09","","","10.1089/lap.2020.0511"
"32762108","Antifungal agents in preventing oral candidiasis in clinical oncology: A network meta-analysis","Shen Loo Y, Yee Wong T, Veettil SK, Se Wong P, Gopinath D, Mooi Ching S, Kunnath Menon R.","Oral Dis. 2021 Oct;27(7):1631-1643. doi: 10.1111/odi.13588. Epub 2020 Sep 28.","Shen Loo Y","Oral Dis","2021","2020/08/08","","","10.1111/odi.13588"
"32762014","Efficacy of noninvasive respiratory support modes for primary respiratory support in preterm neonates with respiratory distress syndrome: Systematic review and network meta-analysis","Ramaswamy VV, More K, Roehr CC, Bandiya P, Nangia S.","Pediatr Pulmonol. 2020 Nov;55(11):2940-2963. doi: 10.1002/ppul.25011. Epub 2020 Sep 4.","Ramaswamy VV","Pediatr Pulmonol","2020","2020/08/08","","","10.1002/ppul.25011"
"32759244","Comparative efficacy of different exercise interventions in chronic non-specific low back pain: protocol of a systematic review and network meta-analysis","Anheyer D, Klose P, Koch AK, Haller H, Dobos G, Cramer H.","BMJ Open. 2020 Aug 5;10(8):e036050. doi: 10.1136/bmjopen-2019-036050.","Anheyer D","BMJ Open","2020","2020/08/08","PMC7409959","","10.1136/bmjopen-2019-036050"
"32757365","Efficacy of noninvasive respiratory support modes as postextubation respiratory support in preterm neonates: A systematic review and network meta-analysis","Ramaswamy VV, Bandyopadhyay T, Nanda D, Bandiya P, More K, Oommen VI, Gupta A.","Pediatr Pulmonol. 2020 Nov;55(11):2924-2939. doi: 10.1002/ppul.25007. Epub 2020 Aug 13.","Ramaswamy VV","Pediatr Pulmonol","2020","2020/08/07","","","10.1002/ppul.25007"
"32757054","Systemic therapy for metastatic renal cell carcinoma in the first-line setting: a systematic review and network meta-analysis","Mori K, Mostafaei H, Miura N, Karakiewicz PI, Luzzago S, Schmidinger M, Bruchbacher A, Pradere B, Egawa S, Shariat SF.","Cancer Immunol Immunother. 2021 Feb;70(2):265-273. doi: 10.1007/s00262-020-02684-8. Epub 2020 Aug 5.","Mori K","Cancer Immunol Immunother","2021","2020/08/07","PMC7889529","","10.1007/s00262-020-02684-8"
"32756210","A comparison of noninvasive and invasive acupuncture in preventing postoperative nausea and vomiting: A protocol for systematic review and Bayesian network meta-analysis","Fu CW, Shu Q, Jiao Y, Wu T, Song AQ, Zhu QC, Zhang WP.","Medicine (Baltimore). 2020 Jul 31;99(31):e21544. doi: 10.1097/MD.0000000000021544.","Fu CW","Medicine (Baltimore)","2020","2020/08/07","PMC7402802","","10.1097/MD.0000000000021544"
"32756205","A comparison of the efficacy and safety of complementary and alternative therapies for premature ovarian insufficiency: A protocol for network meta-analysis","Zhang L, Li H, Zhang J, Kong X, Wu Z, Dong S, Qin X.","Medicine (Baltimore). 2020 Jul 31;99(31):e21538. doi: 10.1097/MD.0000000000021538.","Zhang L","Medicine (Baltimore)","2020","2020/08/07","PMC7402872","","10.1097/MD.0000000000021538"
"32756183","Non-pharmacological interventions for postpartum depression: A protocol for systematic review and network meta-analysis","Wang Y, Li H, Peng W, Chen Y, Qiu M, Wang J, Hao Q, Tu Y, Liu Y, Zhu T.","Medicine (Baltimore). 2020 Jul 31;99(31):e21496. doi: 10.1097/MD.0000000000021496.","Wang Y","Medicine (Baltimore)","2020","2020/08/07","PMC7402874","","10.1097/MD.0000000000021496"
"32756163","Fourteen small molecule and biological agents for psoriatic arthritis: A network meta-analysis of randomized controlled trials","Qiu M, Xu Z, Gao W, Xiong M, Wen X, Zhu W, Zhou X, Yu M.","Medicine (Baltimore). 2020 Jul 31;99(31):e21447. doi: 10.1097/MD.0000000000021447.","Qiu M","Medicine (Baltimore)","2020","2020/08/07","PMC7402795","","10.1097/MD.0000000000021447"
"32756126","Network meta-analysis of Chinese patent medicine adjuvant treatment of poststroke depression","Yu Y, Zhang G, Liu J, Han T, Huang H.","Medicine (Baltimore). 2020 Jul 31;99(31):e21375. doi: 10.1097/MD.0000000000021375.","Yu Y","Medicine (Baltimore)","2020","2020/08/07","PMC7402887","","10.1097/MD.0000000000021375"
"32756075","A network meta-analysis: The best Yiqi Fuzheng Chinese herbal injections for use based on the NP regimen to treat NSCLC","Luo H, Zheng W, Yan Q, Wang B, Ye B, Deng S, He F, Yang X, Wang X.","Medicine (Baltimore). 2020 Jul 31;99(31):e20500. doi: 10.1097/MD.0000000000020500.","Luo H","Medicine (Baltimore)","2020","2020/08/07","PMC7402781","","10.1097/MD.0000000000020500"
"32755800","Efficacy and safety of atypical antipsychotics for psychosis in Parkinson's disease: A systematic review and Bayesian network meta-analysis","Iketani R, Furushima D, Imai S, Yamada H.","Parkinsonism Relat Disord. 2020 Sep;78:82-90. doi: 10.1016/j.parkreldis.2020.07.021. Epub 2020 Jul 24.","Iketani R","Parkinsonism Relat Disord","2020","2020/08/07","","","10.1016/j.parkreldis.2020.07.021"
"32750371","Effects of Inspiratory Muscle Training and Early Mobilization on Weaning of Mechanical Ventilation: A Systematic Review and Network Meta-analysis","Worraphan S, Thammata A, Chittawatanarat K, Saokaew S, Kengkla K, Prasannarong M.","Arch Phys Med Rehabil. 2020 Nov;101(11):2002-2014. doi: 10.1016/j.apmr.2020.07.004. Epub 2020 Aug 1.","Worraphan S","Arch Phys Med Rehabil","2020","2020/08/05","","","10.1016/j.apmr.2020.07.004"
"32745617","Application of network meta-analysis in the field of physical activity and health promotion","Su X, McDonough DJ, Chu H, Quan M, Gao Z.","J Sport Health Sci. 2020 Dec;9(6):511-520. doi: 10.1016/j.jshs.2020.07.011. Epub 2020 Jul 31.","Su X","J Sport Health Sci","2020","2020/08/04","PMC7749244","","10.1016/j.jshs.2020.07.011"
"32741131","Efficacy and Safety of Pharmacologic Interventions in Patients Experiencing a Gout Flare: A Systematic Review and Network Meta-Analysis","Zeng L, Qasim A, Neogi T, Fitzgerald JD, Dalbeth N, Mikuls TR, Guyatt GH, Brignardello-Petersen R.","Arthritis Care Res (Hoboken). 2021 May;73(5):755-764. doi: 10.1002/acr.24402.","Zeng L","Arthritis Care Res (Hoboken)","2021","2020/08/03","PMC10572733","NIHMS1930640","10.1002/acr.24402"
"32739543","An invited commentary on ""Four interventions for pediatric femoral shaft fractures: Network meta-analysis of randomized trials"" [Int. J. Surg. 80 (2020) 53-60]","Markatos K.","Int J Surg. 2020 Sep;81:82. doi: 10.1016/j.ijsu.2020.07.042. Epub 2020 Jul 31.","Markatos K","Int J Surg","2020","2020/08/03","","","10.1016/j.ijsu.2020.07.042"
"32734597","Interventions for treating people with symptoms of bladder pain syndrome: a network meta-analysis","Imamura M, Scott NW, Wallace SA, Ogah JA, Ford AA, Dubos YA, Brazzelli M.","Cochrane Database Syst Rev. 2020 Jul 30;7(7):CD013325. doi: 10.1002/14651858.CD013325.pub2.","Imamura M","Cochrane Database Syst Rev","2020","2020/08/01","PMC8094454","","10.1002/14651858.CD013325.pub2"
"32732190","Drug treatments for covid-19: living systematic review and network meta-analysis","Siemieniuk RA, Bartoszko JJ, Zeraatkar D, Kum E, Qasim A, Martinez JPD, Izcovich A, Lamontagne F, Han MA, Agarwal A, Agoritsas T, Azab M, Bravo G, Chu DK, Couban R, Devji T, Escamilla Z, Foroutan F, Gao Y, Ge L, Ghadimi M, Heels-Ansdell D, Honarmand K, Hou L, Ibrahim Q, Khamis A, Lam B, Mansilla C, Loeb M, Miroshnychenko A, Marcucci M, McLeod SL, Motaghi S, Murthy S, Mustafa RA, Pardo-Hernandez H, Rada G, Rizwan Y, Saadat P, Switzer C, Thabane L, Tomlinson G, Vandvik PO, Vernooij RW, Viteri-García A, Wang Y, Yao L, Zhao Y, Guyatt GH, Brignardello-Petersen R.","BMJ. 2020 Jul 30;370:m2980. doi: 10.1136/bmj.m2980.","Siemieniuk RA","BMJ","2020","2020/08/01","PMC7390912","","10.1136/bmj.m2980"
